credits,faculty/0,is_lab,is_open,location,name,number,open_seats,section,semester,subject,total_seats,times/0/day,times/0/end_time,times/0/start_time,times/1/day,times/1/end_time,times/1/start_time,times/2/day,times/2/end_time,times/2/start_time,times/3/day,times/3/end_time,times/3/start_time,faculty/1,faculty/2,faculty/3,faculty/4
4,"Cramer, Susan J.",false,false,SHAL 113,ORGANIC CHEMISTRY II,242,0,A,2025_Spring,CHEM,0,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
0,"Cramer, Susan J.",true,false,STEM 226,LABORATORY,242,0,L,2025_Spring,CHEM,0,M,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Wolfe, Abigail E.",true,false,STEM 226,LABORATORY,242,0,M,2025_Spring,CHEM,0,T,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Wolfe, Abigail E.",true,false,STEM 226,LABORATORY,242,0,N,2025_Spring,CHEM,0,W,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Cramer, Susan J.",true,false,STEM 226,LABORATORY,242,0,O,2025_Spring,CHEM,0,R,16:59:00,14:00:00,,,,,,,,,,,,,
2,"Falcetta, Michael F.",false,true,Science Technology Engineering,INTRODUCTION TO MOLECULAR MODELING,245,11,A,2025_Spring,CHEM,12,R,15:59:00,14:00:00,,,,,,,,,,,,,
4,"Falcetta, Michael F.",false,true,STEM 050,PHYSICAL CHEM OF BIOLOGICAL SYSTEMS,342,17,A,2025_Spring,CHEM,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
0,"Falcetta, Michael F.",true,true,STEM 050,LABORATORY,342,9,L,2025_Spring,CHEM,12,W,16:59:00,14:00:00,,,,,,,,,,,,,
4,"Augspurger, Joseph D.",false,true,STEM 050,MACROSCOPIC PHYSICAL CHEMISTRY:,346,16,A,2025_Spring,CHEM,16,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
0,"Augspurger, Joseph D.",true,true,STEM 050,LABORATORY,346,16,L,2025_Spring,CHEM,16,M,16:59:00,14:00:00,,,,,,,,,,,,,
4,"Shaw, Kevin L.",false,true,STEM 155,BIOCHEMISTRY II,352,17,A,2025_Spring,CHEM,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
0,"Shaw, Kevin L.",true,true,STEM 155,LABORATORY,352,17,L,2025_Spring,CHEM,20,M,16:59:00,13:00:00,,,,,,,,,,,,,
4,"Foster, Peter Wesley PhD",false,true,STEM 160B Conference Room,INSTRUMENTAL ANALYSIS,406,4,A,2025_Spring,CHEM,10,M,10:50:00,10:00:00,W,10:50:00,10:00:00,,,,,,,,,,
0,"Foster, Peter Wesley PhD",true,true,STEM 050,LABORATORY,406,4,L,2025_Spring,CHEM,10,T,16:59:00,14:00:00,R,16:59:00,14:00:00,,,,,,,,,,
2,"Foster, Peter Wesley PhD",false,true,STEM 160B Conference Room,FORENSIC CHEMISTRY,408,6,A,2025_Spring,CHEM,8,F,10:50:00,10:00:00,,,,,,,,,,,,,
0,"Foster, Peter Wesley PhD",true,true,STEM 050,LABORATORY,408,5,L,2025_Spring,CHEM,8,F,16:59:00,13:00:00,,,,,,,,,,,,,
2,"Homan, Timothy C.",false,true,STEM 050,ADV ORGANIC CHEM,466,12,A,2025_Spring,CHEM,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
1,"Shaw, Kevin L.",false,false,STEM 140B Conference Room,BIOCHEMISTRY SEMINAR,487,0,A,2025_Spring,CHEM,6,W,13:50:00,13:00:00,,,,,,,,,,,,,
1,"Shaw, Kevin L.",false,false,STEM 160B Conference Room,BIOCHEMISTRY SEMINAR,487,0,B,2025_Spring,CHEM,6,R,11:50:00,11:00:00,,,,,,,,,,,,,
3,"Robbins, David William",false,true,Staley Hall of Arts & Letters,CHRIST AND CULTURE,228,20,A,2025_Spring,CMIN,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Shepson, Donald R. III",false,true,Staley Hall of Arts & Letters,DISCIPLESHIP AND EVANGELISM,248,24,A,2025_Spring,CMIN,25,M,21:00:00,18:30:00,,,,,,,,,,,,,
3,"RELI-PHIL Staff, -",false,true,PFAC 106 Recital Hall,WORSHIP & CONGREGATIONAL SONG,263,18,A,2025_Spring,CMIN,20,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
1,"RELI-PHIL Staff, -",false,true,"Harbison Chapel, Harbison Chapel-organ",CHAPEL WORSHIP ENSEMBLE,265,18,A,2025_Spring,CMIN,20,W,11:50:00,11:00:00,,,,,,,,,,,,,
3,"Shepson, Donald R. III",false,true,Staley Hall of Arts & Letters,STUDY:CAMP PROGRAM. LEADERSHIP,290,24,A,2025_Spring,CMIN,25,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Robbins, David William",false,true,,LEADERSHIP/MINISTRY ADMINISTRATION,321,14,A,2025_Spring,CMIN,25,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Craig, Betsy J.",false,true,Staley Hall of Arts & Letters,PUBLIC SPEAKING & RHETORIC,104,7,A,2025_Spring,COMM,11,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Floris, Joseph D Jr.",false,true,Staley Hall of Arts & Letters,PUBLIC SPEAKING & RHETORIC,104,16,B,2025_Spring,COMM,17,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
3,"Cherry, Heather Lynn",false,true,Staley Hall of Arts & Letters,WRITING FOR THE MEDIA,135,14,A,2025_Spring,COMM,17,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,Staley Hall of Arts & Letters,PRINCIPLES OF MEDIA,215,23,A,2025_Spring,COMM,25,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,true,Staley Hall of Arts & Letters,MEDIA CRITICISM,240,14,A,2025_Spring,COMM,18,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Ruby, Ashton T.",false,true,SHAL 207 COMM Dept - Media Prod Rm,DIGITAL PHOTOGRAPHY,245,5,A,2025_Spring,COMM,12,T,10:15:00,09:30:00,R,10:15:00,09:30:00,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,Staley Hall of Arts & Letters,PUBLIC RELATIONS,300,17,A,2025_Spring,COMM,20,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Hansford, Jason L.",false,true,Staley Hall of Arts & Letters,PROFESSIONAL COMMUNICATION,303,17,A,2025_Spring,COMM,20,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Eaton, Meredith Anne",false,true,SHAL 101,INTERPERSONAL COMMUNICATION,304,20,A,2025_Spring,COMM,20,T,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,Staley Hall of Arts & Letters,PERSUASION THEORY,305,15,A,2025_Spring,COMM,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,Staley Hall of Arts & Letters,RESEARCH METHODS IN COMM,312,17,A,2025_Spring,COMM,18,W,16:30:00,14:00:00,,,,,,,,,,,,,
3,"Miller, Kimberly M.",false,true,SHAL 209,SCREENWRITING,359,13,A,2025_Spring,COMM,18,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Ruby, Ashton T.",false,true,SHAL 207 COMM Dept - Media Prod Rm,VIDEO PRODUCTION,378,8,A,2025_Spring,COMM,13,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,true,SHAL 207 COMM Dept - Media Prod Rm,ADVANCED VIDEO PRODUCTION,388,10,A,2025_Spring,COMM,13,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,true,SHAL 207 COMM Dept - Media Prod Rm,SPECIAL EVENTS AND PROMOTIONS,405,4,A,2025_Spring,COMM,17,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Miller, Kimberly M.",false,true,SHAL 209,SOCIAL MEDIA WRITING,406,4,A,2025_Spring,COMM,13,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Miller, Kimberly M.",false,true,SHAL 114,ADVANCED FILM THEORY,444,10,A,2025_Spring,COMM,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Bright, Myron W.",false,true,Science Technology Engineering,COMP PROGRAMMING I,141,10,A,2025_Spring,COMP,12,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Dellinger, Brian J.",false,false,Staley Hall of Arts & Letters,ETHICS FAITH AND CONSCIOUS MIND,205,0,A,2025_Spring,COMP,0,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bright, Myron W.",false,true,On Line Course,PYTHON PROGRAMMING,211,23,A,2025_Spring,COMP,32,,,,,,,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,Science Technology Engineering,COMP PROGRAMMING II,220,9,A,2025_Spring,COMP,10,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Johnson, Ethan Joseph",false,true,Science Technology Engineering,COMP PROGRAMMING II,220,10,B,2025_Spring,COMP,10,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Dickinson, Brian C",false,true,Science Technology Engineering,ADVANCED PROGRAMMING,230,31,A,2025_Spring,COMP,32,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Dickinson, Brian C",false,true,Science Technology Engineering,ADVANCED PROGRAMMING,230,29,B,2025_Spring,COMP,32,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,Science Technology Engineering,AUTOMATA THEORY,314,34,A,2025_Spring,COMP,35,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Zhang, He",false,true,Staley Hall of Arts & Letters,OPERATING SYSTEMS,340,25,A,2025_Spring,COMP,28,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Zhang, He",false,true,Staley Hall of Arts & Letters,OPERATING SYSTEMS,340,25,B,2025_Spring,COMP,28,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Zhang, He",false,true,Science Technology Engineering,DATA COMM & NETWORKING,342,24,A,2025_Spring,COMP,25,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Zhang, He",false,true,Science Technology Engineering,DATA COMM & NETWORKING,342,25,B,2025_Spring,COMP,25,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Hutchins, Jonathan O.",false,true,Science Technology Engineering,SOFTWARE ENGINEERING,350,25,A,2025_Spring,COMP,25,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Hutchins, Jonathan O.",false,true,Science Technology Engineering,SOFTWARE ENGINEERING,350,23,B,2025_Spring,COMP,25,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Dickinson, Brian C",false,true,Science Technology Engineering,PARALLEL AND DISTRIBUTED COMPUTING,424,18,A,2025_Spring,COMP,37,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Hutchins, Jonathan O.",false,true,Science Technology Engineering,INTRODUCTION TO MACHINE LEARNING,435,10,A,2025_Spring,COMP,32,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Wolfe, Britton D.",false,true,Staley Hall of Arts & Letters,INTRO TO ARTIFICIAL INTELLIGENCE,445,19,A,2025_Spring,COMP,35,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Dellinger, Brian J.",false,true,Science Technology Engineering,3D GAME DESIGN & DEVELOPMENT,446,26,A,2025_Spring,COMP,35,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Wolfe, Britton D.",false,true,Science Technology Engineering,SENIOR PROJECT II,452,11,A,2025_Spring,COMP,40,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,Science Technology Engineering,ADVANCED SECURITY,475,22,A,2025_Spring,COMP,35,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,PFAC 45 Classroom,INTRO TO VISUAL COMM DESIGN,101,5,A,2025_Spring,DESI,8,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,PFAC 45 Classroom,VISUAL COMMUNICATION DESIGN II,202,12,A,2025_Spring,DESI,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,PFAC 45 Classroom,WEBSITE DEVELOPMENT FOR DESIGNERS,207,13,A,2025_Spring,DESI,18,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Hammond, Ryan Michael",false,true,SHAL 207 COMM Dept - Media Prod Rm,INTERACTIVE DESIGN AND USER EXP,210,9,A,2025_Spring,DESI,15,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,PFAC 45 Classroom,VISUAL COMMUNICATION DESIGN III,301,7,A,2025_Spring,DESI,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Wolfe, Britton D.",false,true,Science Technology Engineering,INTRO TO DATA SCIENCE,201,32,A,2025_Spring,DSCI,35,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Dickinson, Brian C",false,true,Science Technology Engineering,APPLIED MODELING AND VISUALIZATION,450,13,A,2025_Spring,DSCI,16,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 108  w/multimedia,PRIN OF ECONOMICS-MICRO,101,53,A,2025_Spring,ECON,55,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Herbener, Jeffrey M.",false,true,Staley Hall of Arts & Letters,PRIN OF ECONOMICS-MACRO,102,30,A,2025_Spring,ECON,30,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,Staley Hall of Arts & Letters,PRIN OF ECONOMICS-MACRO,102,30,B,2025_Spring,ECON,30,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,Staley Hall of Arts & Letters,FOUNDATIONS OF ECONOMICS,120,21,A,2025_Spring,ECON,25,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Ritenour, Shawn R.",false,true,Staley Hall of Arts & Letters,FOUNDATIONS OF ECONOMICS,120,25,B,2025_Spring,ECON,25,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
1,"Frank, Peter M.",false,true,Staley Hall of Arts & Letters,STUDY: PHIL FOUND OF A FREE SOCIETY,290,23,A,2025_Spring,ECON,24,M,16:50:00,16:00:00,,,,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,Staley Hall of Arts & Letters,INTERMEDIATE MACROECONOMICS,302,21,A,2025_Spring,ECON,24,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 301,PUBLIC POLICY,309,21,A,2025_Spring,ECON,24,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,Staley Hall of Arts & Letters,INDUSTRIAL ORGANIZATION,310,16,A,2025_Spring,ECON,24,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,true,GCC Main Campus,INTRODUCTION TO ECONOMETRICS,342,21,A,2025_Spring,ECON,24,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,Staley Hall of Arts & Letters,FINANCIAL MARKETS AND INSTITUTIONS,456,17,A,2025_Spring,ECON,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Dreves, Susan M.",false,true,Staley Hall of Arts & Letters,EDUCATIONAL PSYCHOLOGY,102,5,A,2025_Spring,EDUC,5,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Dreves, Susan M.",false,true,Staley Hall of Arts & Letters,EDUCATIONAL PSYCHOLOGY,102,5,B,2025_Spring,EDUC,5,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Chapman, Jarrett M.",false,true,Staley Hall of Arts & Letters,INTRO TO THE TEACHING PROFESSION,202,9,A,2025_Spring,EDUC,10,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Chapman, Jarrett M.",false,true,Staley Hall of Arts & Letters,INTRO TO THE TEACHING PROFESSION,202,10,B,2025_Spring,EDUC,10,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"EDUC Staff, -",false,true,Staley Hall of Arts & Letters,CULTURALLY RELEVANT PEDAGOGY,203,26,A,2025_Spring,EDUC,28,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,"Munson, Jolene K",,,
3,"EDUC Staff, -",false,true,Staley Hall of Arts & Letters,CULTURALLY RELEVANT PEDAGOGY,203,28,B,2025_Spring,EDUC,28,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Fecich, Samantha J.",false,true,Staley Hall of Arts & Letters,TECHNOLOGIES OF INSTRUCTION,204,5,A,2025_Spring,EDUC,6,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Fecich, Samantha J.",false,true,Staley Hall of Arts & Letters,TECHNOLOGIES OF INSTRUCTION,204,6,B,2025_Spring,EDUC,6,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
2,"Chapman, Jarrett M.",false,true,On Line Course,OVERVIEW OF THE TEACHING PROFESSION,205,25,A,2025_Spring,EDUC,25,,,,,,,,,,,,,,,,
2,"EDUC Staff, -",false,true,Staley Hall of Arts & Letters,SECONDARY CURRICULUM AND INSTRUCT I,215,14,A,2025_Spring,EDUC,15,M,10:45:00,09:00:00,F,10:45:00,09:00:00,,,,,,,,,,
2,"Heisey, Natalie D.",false,true,Staley Hall of Arts & Letters,ADOLESCENT LITERATURE,228,19,A,2025_Spring,EDUC,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,A,2025_Spring,EDUC,0,M,09:20:00,08:30:00,W,09:20:00,08:30:00,F,09:20:00,08:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,B,2025_Spring,EDUC,0,M,10:10:00,09:20:00,W,10:10:00,09:20:00,F,10:10:00,09:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,C,2025_Spring,EDUC,0,M,10:59:00,10:10:00,W,10:59:00,10:10:00,F,10:59:00,10:10:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,D,2025_Spring,EDUC,0,T,09:45:00,08:30:00,R,09:45:00,08:30:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,E,2025_Spring,EDUC,0,T,10:59:00,09:45:00,R,10:59:00,09:45:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,F,2025_Spring,EDUC,0,M,13:20:00,12:30:00,W,13:20:00,12:30:00,F,13:20:00,12:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,G,2025_Spring,EDUC,0,M,14:10:00,13:20:00,W,14:10:00,13:20:00,F,14:10:00,13:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,H,2025_Spring,EDUC,0,M,14:59:00,14:10:00,W,14:59:00,14:10:00,F,14:59:00,14:10:00,,,,,,,
2,"EDUC Staff, -",false,true,Staley Hall of Arts & Letters,SEC ENG/HIST/LANG CURRIC & INSTR II,316,15,A,2025_Spring,EDUC,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
1,"Lamie, Melissa D.",false,true,Staley Hall of Arts & Letters,PHYSICAL EDUCATION FOR ELEM EDUC.,318,26,A,2025_Spring,EDUC,26,W,12:50:00,12:00:00,,,,,,,,,,,,,
1,"Heisey, Natalie D.",false,true,Staley Hall of Arts & Letters,THE USE OF ART IN THE CLASSROOM,319,28,A,2025_Spring,EDUC,28,F,12:50:00,12:00:00,,,,,,,,,,,,,
3,"Heisey, Natalie D.",false,true,Staley Hall of Arts & Letters,PRIMARY READING INSTRUCTION,323,24,A,2025_Spring,EDUC,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Dreves, Susan M.",false,true,Staley Hall of Arts & Letters,TEACHING ELEM SCIENCE/HEALTH,325,25,A,2025_Spring,EDUC,25,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Dreves, Susan M.",false,true,Staley Hall of Arts & Letters,TEACHING ELEM SCIENCE/HEALTH,325,25,B,2025_Spring,EDUC,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Nichols, Constance E.",false,true,Staley Hall of Arts & Letters,UPPER ELEM/MID READING INST. & ELA,326,20,A,2025_Spring,EDUC,20,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Nichols, Constance E.",false,true,Staley Hall of Arts & Letters,UPPER ELEM/MID READING INST. & ELA,326,20,B,2025_Spring,EDUC,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Munson, Jolene K",false,true,Staley Hall of Arts & Letters,TEACHING ELEM MATH,327,25,A,2025_Spring,EDUC,25,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
2,"Heisey, Natalie D.",false,true,Staley Hall of Arts & Letters,SURVEY OF CHILDREN'S LITERATURE,328,22,A,2025_Spring,EDUC,24,M,15:50:00,15:00:00,W,15:50:00,15:00:00,,,,,,,,,,
3,"Rupnik, Elizabeth J.",false,true,Staley Hall of Arts & Letters,EARLY CHILDHOOD CURR & INSTRUCT,342,25,A,2025_Spring,EDUC,25,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Chapman, Jarrett M.",false,true,Staley Hall of Arts & Letters,EDUCATION FOR THE MISSION FIELD,350,15,A,2025_Spring,EDUC,20,T,15:20:00,14:30:00,,,,,,,,,,,,,
1,"EDUC Staff, -",false,true,Staley Hall of Arts & Letters,SECONDARY FIELD EXPER (1ST LEVEL),371,14,A,2025_Spring,EDUC,15,W,09:50:00,09:00:00,,,,,,,,,,,,,
1,"EDUC Staff, -",false,true,Off Campus Course,SECONDARY FIELD EXPER (3RD LEVEL),375,15,A,2025_Spring,EDUC,15,,,,,,,,,,,,,"Senita, Karyn E.",,,
1,"Munson, Jolene K",false,true,Off Campus Course,FIRST LEVEL FIELD EXPERIENCE,381,50,A,2025_Spring,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,Off Campus Course,SECOND LEVEL FIELD EXPERIENCE,382,50,A,2025_Spring,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,Off Campus Course,THIRD LEVEL FIELD EXPERIENCE,383,48,A,2025_Spring,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,SHAL 104 Early Childhood Learning Center,EARLY CHLDHD FIELD EXP (2ND LEVEL),385,4,A,2025_Spring,EDUC,5,,,,,,,,,,,,,,,,
3,"Nichols, Constance E.",false,true,Staley Hall of Arts & Letters,LEADERSHIP FOR TEACHERS,440,10,A,2025_Spring,EDUC,25,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
16,"Culbertson, Linda D.",false,true,SHAL 110,STUDENT TEACHING,450,11,A,2025_Spring,EDUC,50,M,17:00:00,16:00:00,,,,,,,,,,,,,
3,"Culbertson, Linda D.",false,true,Staley Hall of Arts & Letters,SEMINAR: ISSUES IN EDUCATION,488,6,A,2025_Spring,EDUC,16,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Culbertson, Linda D.",false,false,Staley Hall of Arts & Letters,SEMINAR: ISSUES IN EDUCATION,488,0,B,2025_Spring,EDUC,16,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Christman, Alan M.",false,true,HOYT 113 Classroom,LINEAR CIRCUITS II,202,35,A,2025_Spring,ELEE,35,T,11:55:00,09:30:00,R,11:55:00,09:30:00,,,,,,,,,,
0,"Christman, Alan M.",true,true,HOYT 212,LABRATORY,202,30,L,2025_Spring,ELEE,30,M,16:00:00,14:00:00,,,,,,,,,,,,,
3,"Bright, Myron W.",false,true,HOYT 218,DIGITAL LOGIC,204,35,A,2025_Spring,ELEE,35,M,08:50:00,08:00:00,W,08:50:00,08:00:00,,,,,,,,,,
0,"Bright, Myron W.",true,true,HOYT 212,LABORATORY,204,35,L,2025_Spring,ELEE,35,R,16:00:00,14:00:00,,,,,,,,,,,,,
3,"Rumbaugh, Luke Keith",false,true,HOYT 113 Classroom,SIGNAL ANALYSIS,221,29,A,2025_Spring,ELEE,30,M,09:50:00,09:00:00,W,09:50:00,09:00:00,,,,,,,,,,
0,"Rumbaugh, Luke Keith",true,true,HOYT 212,LABORATORY,221,30,L,2025_Spring,ELEE,30,F,09:50:00,08:00:00,,,,,,,,,,,,,
3,"Christman, Alan M.",false,true,Hoyt Hall of Engineering,ELECTRONICS II,302,29,A,2025_Spring,ELEE,30,M,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,,,,
0,"Christman, Alan M.",true,true,HOYT 212,LABRATORY,302,34,L,2025_Spring,ELEE,35,W,10:50:00,09:00:00,,,,,,,,,,,,,
